distributionId,mintNum,tokenId,profit,recipient1,valueIncrease1,divident1,recipient2,valueIncrease2,divident2,recipient3,valueIncrease3,divident3,totalValueIncrease
390,3,390,0.0599,0x87a36616BD555d4A7c6132DFa8Cf474655503304,14,0.021030721,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.0315460815,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.007323197492,39.875
391,3,391,0.0812,0x87a36616BD555d4A7c6132DFa8Cf474655503304,16,0.01928311688,0x5E984ba4Deecb7B63c487f516895734432abb307,47,0.05664415584,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.005272727273,67.375
392,3,392,0.1123,0x87a36616BD555d4A7c6132DFa8Cf474655503304,35,0.06925991189,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.04155594714,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001484140969,56.75
393,3,393,0.1103,0x87a36616BD555d4A7c6132DFa8Cf474655503304,24,0.0427830303,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,33,0.05882666667,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.00869030303,61.875
394,3,394,0.1297,0x87a36616BD555d4A7c6132DFa8Cf474655503304,42,0.06158420431,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,45,0.06598307604,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.002132719647,88.4545
395,3,395,0.0806,0x87a36616BD555d4A7c6132DFa8Cf474655503304,23,0.02919370079,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.04823307087,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.003173228346,63.5
396,3,396,0.0937,0x87a36616BD555d4A7c6132DFa8Cf474655503304,28,0.05734644809,0x5E984ba4Deecb7B63c487f516895734432abb307,16,0.03276939891,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.003584153005,45.75
397,3,397,0.0863,0x87a36616BD555d4A7c6132DFa8Cf474655503304,46,0.05528969359,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.03004874652,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0009615598886,71.8
398,3,398,0.0424,0x87a36616BD555d4A7c6132DFa8Cf474655503304,16,0.01408000531,0x5E984ba4Deecb7B63c487f516895734432abb307,31,0.02728001029,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001039984392,48.1818
399,3,399,0.0914,0x87a36616BD555d4A7c6132DFa8Cf474655503304,44,0.04799045346,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.04253699284,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0008725536993,83.8
400,3,400,0.0605,0x87a36616BD555d4A7c6132DFa8Cf474655503304,33,0.03577956989,0x5E984ba4Deecb7B63c487f516895734432abb307,22,0.02385304659,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0008673835125,55.8
401,3,401,0.1194,0x87a36616BD555d4A7c6132DFa8Cf474655503304,30,0.05062897527,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.06581766784,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.00295335689,70.75
402,3,402,0.1109,0x87a36616BD555d4A7c6132DFa8Cf474655503304,24,0.05104434161,0x5E984ba4Deecb7B63c487f516895734432abb307,24,0.05104434161,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.008811316785,52.1429
403,3,403,0.0788,0x87a36616BD555d4A7c6132DFa8Cf474655503304,24,0.03242058995,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.04457831119,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.001801098858,58.3333
404,3,404,0.2005,0x87a36616BD555d4A7c6132DFa8Cf474655503304,29,0.06881065089,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,49,0.1162662722,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.01542307692,84.5
405,3,405,0.0933,0x87a36616BD555d4A7c6132DFa8Cf474655503304,22,0.05243862872,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.03098646242,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.00987490886,39.1429
406,3,406,0.0754,0x87a36616BD555d4A7c6132DFa8Cf474655503304,26,0.05193112583,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,11,0.02197086093,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001498013245,37.75
407,3,407,0.0412,0x87a36616BD555d4A7c6132DFa8Cf474655503304,23,0.02214018692,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.01828971963,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0007700934579,42.8
408,3,408,0.0774,0x87a36616BD555d4A7c6132DFa8Cf474655503304,41,0.046125,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.030375,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0009,68.8
409,3,409,0.0291,0x87a36616BD555d4A7c6132DFa8Cf474655503304,11,0.008383575421,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.01981572372,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.0009007008575,38.1818
410,3,410,0.0464,0x87a36616BD555d4A7c6132DFa8Cf474655503304,21,0.01421000592,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,47,0.03180334658,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0003866474944,68.5714
411,3,411,0.0889,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,17,0.02512848566,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.05764770239,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.006123811955,60.1429
412,3,412,0.2059,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,38,0.08584541418,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.1106954025,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.009359183326,91.1429
413,3,413,0.1442,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,39,0.09471663158,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,17,0.04128673684,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.008196631579,59.375
414,3,414,0.109,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,27,0.0410174216,0x5E984ba4Deecb7B63c487f516895734432abb307,43,0.06532404181,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.002658536585,71.75
415,3,415,0.1769,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,40,0.09145072698,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.07544684976,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01000242326,77.375
416,3,416,0.0737,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,24,0.03445716523,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.03732859567,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.0019142391,51.3333
417,3,417,0.1648,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,48,0.09918996865,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,31,0.06406018809,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.00154984326,79.75
418,3,418,0.0834,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,14,0.02267184466,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,31,0.05020194175,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.01052621359,51.5
419,3,419,0.3047,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,50,0.1521326025,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,43,0.1308340382,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02173335933,100.1429
420,3,420,0.0348,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,14,0.01276000608,0x5E984ba4Deecb7B63c487f516895734432abb307,23,0.02096286713,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001077126799,38.1818
421,3,421,0.0949,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,27,0.04361361702,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,31,0.05007489362,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001211489362,58.75
422,3,422,0.0682,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,37,0.04383079098,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.02369231945,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0006768895667,57.5714
423,3,423,0.0954,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,34,0.04752527473,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.04472967033,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.003145054945,68.25
424,3,424,0.0431,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,14,0.01962276423,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,16,0.02242601626,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001051219512,30.75
425,3,425,0.0772,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,23,0.02370099057,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.05049341469,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.003005594747,74.9167
426,3,426,0.0432,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,11,0.01362580645,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,19,0.02353548387,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.006038709677,34.875
427,3,427,0.2714,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,40,0.140987013,0x5E984ba4Deecb7B63c487f516895734432abb307,31,0.1092649351,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.02114805195,77
428,3,428,0.213,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,40,0.09039787798,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,49,0.1107374005,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.01186472149,94.25
429,3,429,0.108,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,37,0.07221691097,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.03318074288,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.002602346146,55.3333
430,3,430,0.1323,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,38,0.07475687732,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,28,0.05508401487,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.002459107807,67.25
431,3,431,0.28,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,23,0.161,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,15,0.105,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,2,0.014,40
432,3,432,0.1003,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,21,0.03383614458,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.05800481928,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.008459036145,62.25
433,3,433,0.118,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,34,0.05176774194,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.06242580645,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.003806451613,77.5
434,3,434,0.1433,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,45,0.1116623377,0x5E984ba4Deecb7B63c487f516895734432abb307,11,0.0272952381,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.004342424242,57.75
435,3,435,0.2335,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,47,0.1093349938,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.1139875467,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01017745953,100.375
436,3,436,0.1981,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,49,0.1483586688,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.03936046316,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.010380868,65.4286
437,3,437,0.118,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,32,0.05699622642,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,33,0.05877735849,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.002226415094,66.25
438,3,438,0.2221,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,38,0.1040115648,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,36,0.0985372719,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.01955116332,81.1429
439,3,439,0.0417,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,20,0.01418367347,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.02694897959,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0005673469388,58.8
440,3,440,0.1468,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,20,0.04534362934,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.09975598456,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.0017003861,64.75
441,3,441,0.2075,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,44,0.1075699558,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.08801178203,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01191826215,84.875
442,3,442,0.1814,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,27,0.08029180328,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.08326557377,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.01784262295,61
443,3,443,0.1017,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,20,0.03024535316,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,42,0.06351524164,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.007939405204,67.25
444,3,444,0.128,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,35,0.08720194647,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,13,0.0323892944,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.008408759124,51.375
445,3,445,0.0986,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,16,0.02349615522,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,44,0.06461442684,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.01048941794,67.1429
446,3,446,0.1418,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,36,0.0865220339,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,21,0.05047118644,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.004806779661,59
447,3,447,0.0557,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,22,0.02769265537,0x5E984ba4Deecb7B63c487f516895734432abb307,20,0.02517514124,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.00283220339,44.25
448,3,448,0.1483,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,35,0.08614937759,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.04922821577,0x8d63258F4ee291252bd35e450c91E25B62c0475f,5.25,0.01292240664,60.25
449,3,449,0.0512,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,28,0.03078284097,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,18,0.0197889692,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0006281898332,46.5714
450,3,450,0.2183,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,40,0.137511811,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,17,0.05844251969,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.02234566929,63.5
451,3,451,0.0627,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,15,0.02743126143,0x5E984ba4Deecb7B63c487f516895734432abb307,15,0.02743126143,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.007837477141,34.2857
452,3,452,0.0925,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,19,0.03060321861,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.05637435006,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.005522431332,57.4286
453,3,453,0.1755,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,42,0.1243301504,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.0384831418,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.01268670776,59.2857
454,3,454,0.0888,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,26,0.03471879699,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.05074285714,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.003338345865,66.5
455,3,455,0.1407,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,41,0.07271473643,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.06562061581,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.002364647758,79.3333
456,3,456,0.0739,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,24,0.0241455595,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,48,0.04829111899,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.001463321512,73.4545
457,3,457,0.0294,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,11,0.009824800177,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.0169701094,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.002605090425,32.9167
458,3,458,0.1491,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,48,0.09606442953,0x5E984ba4Deecb7B63c487f516895734432abb307,24,0.04803221477,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.005003355705,74.5
459,3,459,0.0565,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,11,0.0110699661,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.04126078275,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.004169251143,56.1429
460,3,460,0.1631,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,45,0.0784973262,0x5E984ba4Deecb7B63c487f516895734432abb307,46,0.08024171123,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.004360962567,93.5
461,3,461,0.1701,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,39,0.09631796733,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,25,0.06174228675,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01203974592,68.875
462,3,462,0.0723,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,31,0.04953149171,0x5E984ba4Deecb7B63c487f516895734432abb307,12,0.01917348066,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.003595027624,45.25
463,3,463,0.1111,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,39,0.05819527362,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,34,0.05073434111,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.002170385269,74.4545
464,3,464,0.1149,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,20,0.0455049505,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,24,0.05460594059,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,6.5,0.01478910891,50.5
465,3,465,0.0468,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,12,0.01426285714,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,24,0.02852571429,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,3.375,0.004011428571,39.375
466,3,466,0.0678,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,39,0.04935842632,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,14,0.01771840945,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0007231642257,53.5714
467,3,467,0.0416,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,11,0.007981399989,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.03265118177,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.0009674182369,57.3333
468,3,468,0.0879,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,33,0.04741115822,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.03879094763,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001697894145,61.1818
469,3,469,0.1773,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,32,0.07864391368,0x5E984ba4Deecb7B63c487f516895734432abb307,34,0.08355915828,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.01509692804,72.1429
470,3,470,0.0425,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,23,0.02088675214,0x5E984ba4Deecb7B63c487f516895734432abb307,23,0.02088675214,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0007264957265,46.8
471,3,471,0.1576,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,12,0.05253333333,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,22,0.09631111111,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,2,0.008755555556,36
472,3,472,0.0295,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,15,0.01039430228,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,27,0.0187097441,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0003959536214,42.5714
473,3,473,0.1714,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,25,0.0857,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.071988,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.013712,50
474,3,474,0.0797,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,24,0.02659743843,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.04987019705,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.003232364527,71.9167
475,3,475,0.0299,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,14,0.008116902004,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,37,0.02145181244,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0003312855575,51.5714
476,3,476,0.1081,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,43,0.0816684734,0x5E984ba4Deecb7B63c487f516895734432abb307,11,0.02089193506,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.005539591543,56.9167
477,3,477,0.052,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,17,0.01375875486,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.03642023346,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.001821011673,64.25
478,3,478,0.3161,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,45,0.1654011628,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.1286453488,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.02205348837,86
479,3,479,0.1804,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,41,0.092455,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,37,0.083435,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.00451,80
480,3,480,0.0655,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,21,0.01980433233,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,47,0.04432398189,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.00137168578,69.4545
481,3,481,0.077,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,39,0.04241525424,0x5E984ba4Deecb7B63c487f516895734432abb307,31,0.03371468927,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0008700564972,70.8
482,3,482,0.0762,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,13,0.01647077211,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.05194628127,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.007782946615,60.1429
483,3,483,0.0496,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,17,0.01593447815,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.03093163406,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.9167,0.00273388779,52.9167
484,3,484,0.1896,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,30,0.103890411,0x5E984ba4Deecb7B63c487f516895734432abb307,24,0.08311232877,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.002597260274,54.75
485,3,485,0.0949,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,37,0.06006894251,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.03246969865,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.002361358835,58.4545
486,3,486,0.0318,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,19,0.01842073171,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.01260365854,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.0007756097561,32.8
487,3,487,0.1624,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,45,0.08001462774,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.08001462774,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,1.3333,0.002370744515,91.3333
488,3,488,0.0966,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,18,0.02509608765,0x5E984ba4Deecb7B63c487f516895734432abb307,47,0.0655286733,0xB279FCA11E61D0BC0114766d986D51d16d19d43B,4.2857,0.005975239046,69.2857
489,3,489,0.0786,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,31,0.04558269182,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.03087859769,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.002138710492,53.4545
490,3,490,0.1884,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,46,0.1366323709,0x5E984ba4Deecb7B63c487f516895734432abb307,14,0.04158376505,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.01018386406,63.4286
491,3,491,0.0282,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,16,0.01344001144,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,17,0.01428001215,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0004799764085,33.5714
492,3,492,0.0841,0x3A07e8186105d3a74A2A2b1136eC13C894a5CCc7,47,0.05917215569,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.02392065868,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001007185629,66.8
